id,vehicleType,startNodeId,endNodeId,startX,startY,endX,endY,length,width,height,weightKg,maxSpeedKmh,accelMps2,driverAge,responseTimeSec,homeAmenityId,homeDepotName
205,car,4227743688,trim_4509,246.37,-1384.36,-939.18,1289.28,4.12,1.66,1.48,1159,107.8,2.74,64,0.721,,
206,car,9885134837,12901265236,-2469.71,-675.63,-534.38,-1007.1,4.75,1.82,1.56,1844,117.2,2.3,27,0.851,,
207,car,trim_3866,trim_4371,1062.09,-256.24,1262.16,255.19,4.71,1.82,1.47,1447,112.6,3.13,28,0.808,,
208,motorcycle,9852961434,9852371324,-2241.99,274.86,-1727.93,-767.75,2.2,0.82,1.35,142,103.3,3.83,30,0.699,,
209,car,trim_6889,9168951500,-1662.61,625.9,982.74,-1186.98,4.39,1.88,1.49,1817,109.3,2.98,66,0.662,,
210,car,trim_555,trim_9110,-1513.79,-28.79,1678.39,-80.54,4.25,1.7,1.61,1238,115.2,3.0,69,0.858,,
211,car,5170637551,trim_519,1212.81,130.04,-1989.09,-1205.62,4.04,1.61,1.59,1757,105.6,2.94,56,0.734,,
212,car,trim_6137,4224981110,-1048.62,-646.29,-2283.76,1229.95,4.27,1.94,1.41,1580,114.9,3.0,70,0.732,,
213,car,trim_7486,trim_3637,-1266.9,181.43,-588.25,-948.56,5.08,1.66,1.62,1466,103.1,2.3,32,0.776,,
214,firetruck,9858066412,12130800906,-27.73,-857.12,-1009.61,425.62,9.94,2.48,3.3,19333,96.7,1.73,57,0.501,a_1208663940_c,Police Station
215,car,trim_4034,trim_2088,825.1,54.75,2531.53,852.57,4.48,1.82,1.53,1025,111.2,3.12,26,0.793,,
216,car,trim_2090,4220874676,2497.27,1041.87,-504.75,-1757.38,4.81,1.94,1.54,1700,95.6,2.85,44,0.724,,
217,car,9852371323,trim_7383,-1714.27,-687.83,1826.69,-530.74,4.27,1.87,1.59,1693,109.8,2.47,34,0.807,,
218,car,11015839403,trim_6226,-1024.15,88.32,-1450.94,-1060.74,4.95,1.64,1.63,1110,94.3,2.46,39,0.673,,
219,car,trim_617,trim_9690,-2261.57,466.12,2126.12,-1014.22,4.4,1.89,1.47,1442,90.7,2.27,25,0.703,,
220,car,2960361436,trim_1228,-2474.73,-375.5,-1419.72,-256.16,4.98,1.82,1.49,1145,99.0,3.1,20,0.709,,
221,car,trim_2822,trim_742,-2130.35,626.06,-1346.12,977.96,4.66,1.6,1.51,1229,93.6,2.81,18,0.869,,
222,car,9857750384,trim_1878,-274.16,-676.99,-386.07,-1070.13,4.24,1.73,1.62,1027,94.2,2.28,32,0.717,,
223,car,trim_2889,trim_3423,-1986.64,971.73,-160.31,628.92,5.05,1.72,1.52,1265,112.4,2.7,67,0.901,,
224,motorcycle,trim_82,9857750356,188.19,-833.81,-686.72,-604.55,1.9,0.86,1.3,254,83.1,4.19,55,0.691,,
225,car,trim_3592,9843382200,345.11,530.04,1681.82,1143.99,4.54,1.91,1.48,1672,114.5,2.82,65,0.757,,
226,motorcycle,2960328326,trim_1112,-1678.5,-86.42,-1507.71,138.28,1.99,0.81,1.07,135,81.0,3.77,68,0.753,,
227,car,5170655697,9855373900,2228.6,-29.86,2217.3,-1289.52,4.71,1.94,1.46,1027,95.4,2.52,39,0.739,,
228,car,trim_6361,10247991633,2182.92,824.93,-422.11,585.37,4.72,1.73,1.58,1110,99.6,2.21,58,0.703,,
229,car,2960326744,5170637560,-1676.93,-105.62,1380.59,19.07,4.35,1.68,1.37,1255,96.4,2.42,51,0.829,,
230,motorcycle,trim_6470,trim_5505,1609.12,465.34,2403.36,561.22,2.23,0.67,1.36,173,102.7,3.48,56,0.7,,
231,car,5170823232,11143538271,1180.17,450.79,2180.32,144.46,4.54,1.62,1.43,1107,103.6,2.8,65,0.709,,
232,car,trim_6355,trim_8688,2248.85,1149.5,-640.45,1249.87,4.02,1.87,1.52,1004,103.9,2.33,67,0.679,,
233,car,9168881009,trim_1405,-1576.94,-478.43,-2029.29,-554.49,4.04,1.83,1.37,1086,114.1,2.92,51,0.729,,
234,car,trim_7476,trim_7277,-1367.43,379.81,-1647.7633881733411,-1112.3859455564268,4.09,1.87,1.5,1042,99.0,3.18,79,1.002,,
235,car,trim_6561,trim_5434,904.66,-1164.61,2101.06,-874.67,4.41,1.82,1.36,1043,90.3,2.31,57,0.865,,
236,car,3888008196,9843368457,1771.9,1339.04,-2135.59,1194.7,4.25,1.63,1.57,1731,114.5,2.74,16,1.034,,
237,car,11909810177,trim_5377,2353.87,-913.64,1138.24,309.18,4.29,1.87,1.38,1852,92.3,2.53,64,0.717,,
238,car,4225324600,trim_8430,-389.5,-397.69,-518.06,-798.43,4.64,1.64,1.45,1133,107.5,3.05,68,0.839,,
239,car,trim_8186,trim_6587,-1950.95,-1461.41,781.42,-1285.86,4.57,1.68,1.49,1441,98.4,2.97,77,0.826,,
240,car,trim_8546,trim_4966,-53.08,-35.51,308.82,-1469.59,4.33,1.63,1.52,1786,109.8,2.94,42,0.824,,
241,car,9168934137,trim_613,2353.94,912.99,-2357.71,353.14,4.07,1.6,1.41,1737,95.6,2.3,42,0.853,,
242,car,9859748027,trim_7452,-177.03,-730,-1900.81,-554.51,4.57,1.71,1.63,1638,109.7,3.05,29,0.879,,
243,car,trim_3098,trim_982,23.31,246.79,-643.11,-271.52,4.42,1.76,1.54,1183,102.0,2.27,70,0.741,,
244,car,trim_8079,trim_8054,-496.08,1226.74,2443.66,-1068.02,4.63,1.64,1.49,1096,93.3,2.22,74,0.787,,
245,ambulance,11983071051,9168881201,1078.63,1204.3,2236.73,667.54,5.98,2.16,2.56,2737,116.5,2.95,43,0.488,a_1408818183_c,Hospital (amenity a_1408818183_c)
246,car,5171028514,trim_8510,-2497.35,184.48,-2319.38,1313.45,4.56,1.62,1.43,1088,109.5,2.93,70,0.748,,
247,car,trim_88,11287747046,705.76,192.23,-1608.24,-1414.11,4.19,1.7,1.53,1467,93.3,2.25,47,0.89,,
248,motorcycle,trim_7813,4225351640,34.99,159.04,1480.5,-484.83,1.83,0.66,1.14,120,83.0,3.34,67,0.768,,
249,car,trim_7472,9859736953,1961.56,-999.47,37.75,109.22,4.81,1.91,1.43,1185,113.6,2.55,52,0.826,,
250,car,11499113730,trim_5002,-542.73,1193.29,1124.33,1455.19,4.0,1.66,1.62,1560,112.2,3.05,46,0.693,,
251,car,9857331033,trim_4131,-1350.81,-1460.33,2222.84,879.75,4.18,1.72,1.49,1866,110.0,2.63,18,0.784,,
252,truck,trim_8546,4225324644,-53.08,-35.51,1087.24,-4.03,6.46,2.5,3.61,11534,79.4,1.05,78,0.998,,
253,car,trim_660,trim_4991,-1770.01,535.69,1623.76,-518.11,4.05,1.61,1.55,1262,96.8,2.7,34,0.844,,
254,car,trim_2222,11331409145,2180.89,-1288.37,-115.37,1701.95,4.88,1.72,1.5,1316,106.4,2.86,48,0.741,,
255,car,trim_8802,4225324613,701.67,515.31,1071.71,-246.78,4.39,1.85,1.62,1697,115.7,3.1,77,0.798,,
256,truck,trim_7782,trim_472,-557.07,-1187.96,-2348.73,2.24,10.37,2.31,3.77,14419,73.2,0.78,79,0.798,,
257,car,trim_7323,trim_1932,-1298.32,-1154.58,-358.7,-1454.69,4.77,1.75,1.41,1080,117.6,2.58,29,0.891,,
258,car,trim_8188,trim_2619,2211.97,-1289.03,-1412.01,632.16,4.75,1.91,1.48,1862,105.8,2.47,60,0.872,,
259,bus,trim_3641,trim_7186,-658.58,-1024.48,-2088.38,98.8,8.25,2.6,3.19,8247,73.0,1.01,31,0.758,,
260,truck,trim_684,2960326584,-1606.48,623.93,-1714.57,-20.17,11.81,2.54,2.87,15664,70.0,1.11,75,0.92,,
261,motorcycle,9852338753,11499043125,-2053.36,-307.12,-851.45,965.97,2.11,0.82,1.16,153,104.0,3.02,21,0.704,,
262,car,trim_5411,trim_2806,2110.55,5.4,-2063.46,514.78,4.14,1.77,1.35,1317,115.0,2.25,33,0.738,,
263,truck,trim_4490,trim_5579,-981.92,884.49,1631.21,-252.37,11.15,2.5,3.5,6705,61.7,0.86,41,0.758,,
264,car,4227798470,trim_8104,1416.28,530.47,-939.47,796.35,4.24,1.77,1.46,1731,109.1,2.62,28,0.873,,
265,car,trim_1970,trim_2976,150.86,1067.16,-2235.03,967.93,4.34,1.8,1.55,1290,107.3,2.88,41,0.713,,
266,car,9852465849,2960361580,-2183.17,-844.77,-1391.42,-511.82,4.22,1.71,1.44,1834,103.8,2.38,71,0.734,,
267,car,trim_1399,trim_9654,-2110.74,-492.19,-1351.72,1354.72,4.76,1.78,1.56,1322,100.6,2.67,68,0.795,,
268,car,trim_1447,trim_4182,-1367.52,-766.93,2547.44,733.68,5.05,1.75,1.58,1554,99.1,2.44,63,0.682,,
269,car,4225219758,trim_1216,-1089.6,-1017.69,-1646.25,-70.77,4.97,1.62,1.6,1113,110.1,2.66,74,0.95,,
270,car,4225324750,trim_4213,956.67,531.73,1321.67,675.75,4.3,1.95,1.38,1535,114.7,2.77,58,0.866,,
271,car,trim_6561,trim_1930,904.66,-1164.61,-404.51,-1363.83,4.64,1.78,1.57,1631,105.5,2.76,79,0.824,,
272,car,11198935212,9859566824,-1899.88,-800.29,-916.73,161.91,4.94,1.71,1.44,1890,90.2,2.68,41,0.679,,
273,car,trim_3888,trim_4878,906.53,209.04,-333.25,-1024.68,4.66,1.64,1.38,1184,104.2,3.03,72,0.818,,
274,car,9168951473,9852333177,728.11,-1071.18,107.48,755.84,4.45,1.94,1.6,1758,106.4,3.02,72,0.935,,
275,police,9858066412,4227743829,-27.73,-857.12,-1233.64,939.83,4.56,1.83,1.45,1685,132.3,3.29,41,0.569,a_1208663940_c,Police Station
276,bus,trim_5886,trim_2222,-1936.14,-1355.62,2180.89,-1288.37,9.88,2.5,3.4,10347,77.4,0.86,69,0.893,,
277,car,trim_1903,9843687267,-242.45,-1223.95,2403.2,699.04,4.31,1.64,1.47,1522,91.0,2.85,72,0.731,,
278,car,trim_842,2962860480,-1358.69,58.19,-282.19,-938.1,4.51,1.85,1.43,1884,100.7,3.06,80,0.853,,
279,car,9858060945,2960358797,572.35,416.96,-2049.22,-383.92,4.43,1.62,1.55,1317,111.6,2.54,33,0.72,,
280,car,trim_3772,trim_2681,-242.43,-663.38,-2437.45,-619.42,4.33,1.74,1.62,1581,101.3,2.67,39,0.794,,
281,car,trim_415,trim_5442,-2010.33,239.32,1980.11,-310.62,4.72,1.69,1.56,1530,107.4,2.78,67,0.687,,
282,bus,trim_2555,trim_5606,2174.74,695.87,2401.08,-664.93,9.2,2.45,3.4,10997,77.0,0.99,45,0.895,,
283,car,trim_6405,3887993347,2376.14,626.6,1728.67,1162.79,4.88,1.64,1.61,1655,101.5,3.17,24,0.665,,
284,car,11158370500,trim_4549,268.4,-1090.16,1216.08,-341.89,4.04,1.86,1.48,1337,108.9,2.23,38,0.73,,
285,truck,trim_1223,trim_8202,-1506.34,-217.01,-1091.12,853.87,8.27,2.6,3.25,7197,65.0,0.96,52,0.706,,
286,motorcycle,trim_30,9859738811,-709.69,-1844.7,-811.56,-644.58,2.02,0.78,1.33,123,80.7,4.44,28,0.701,,
287,car,12130890823,trim_1837,2342.62,560.64,-161.61,-904.4,4.98,1.73,1.47,1492,92.2,2.39,79,0.838,,
288,car,7249093950,trim_1582,352.44,482.28,-1121.21,-738.63,4.91,1.78,1.46,1810,115.6,3.0,72,0.827,,
289,car,trim_8396,trim_8838,-1395.53,-276.31,2209.3652064936514,-1497.2139984538926,4.08,1.63,1.58,1268,93.5,2.43,58,0.656,,
290,car,trim_5482,11499043126,2355.69,246.6,-843.64,989.49,5.01,1.69,1.56,1061,116.1,3.17,25,0.784,,
291,car,trim_2243,trim_5609,38.26,-372.55,2423.03,-625.09,4.57,1.81,1.44,1557,106.4,3.09,76,0.994,,
292,bus,11586812697,9729322126,-21.71,-17.23,-2486.91,-388.96,7.09,2.47,3.16,10007,79.1,0.88,58,0.881,,
293,car,trim_7419,trim_6678,-2169.21,-1122.05,937.79,108.36,4.07,1.77,1.59,1507,108.3,3.04,20,0.766,,
294,truck,trim_8475,9852465851,2262.08,1072.84,-2175.71,-846.32,9.59,2.48,2.6,11066,78.9,0.86,21,0.676,,
295,car,5171028519,trim_377,-2398.74,303.58,-2048.94,140.43,4.25,1.72,1.49,1703,116.3,2.43,23,0.657,,
296,car,trim_8082,trim_5230,1708.67,-108.43,2420.4,432.88,4.22,1.81,1.46,1615,90.5,2.68,65,0.841,,
297,motorcycle,9859618302,trim_3566,-1171.84,-486.59,894.23,-866.06,2.01,0.76,1.1,176,106.9,4.47,63,0.738,,
298,car,n_9775,9843362972,-1311.2295049452714,439.3652538794987,-2305.54,1427.14,5.01,1.68,1.38,1009,102.4,2.95,21,0.898,,
299,ambulance,9168861177,trim_8792,-1024.72,-781.15,779.2060816361252,813.2290682204796,6.37,2.07,2.43,2613,113.2,2.88,56,0.537,a_1409201613_c,Yashoda Hospital
300,car,9852414803,9843662922,-2425.93,-817.61,2553.65,771.49,4.27,1.7,1.53,1431,93.7,2.28,48,0.885,,
301,car,trim_3592,trim_7102,345.11,530.04,-2376.92,388.73,4.78,1.88,1.62,1773,103.3,2.5,62,0.845,,
302,car,trim_8117,9855691350,-558.02,764.19,2433.28,-845.72,4.72,1.78,1.43,1628,105.1,2.25,68,0.856,,
303,car,12098320589,9843084748,-1809.31,1344.71,-2303.82,872.63,4.31,1.67,1.39,1878,96.9,2.94,42,0.681,,
304,car,trim_2592,4227798483,1643.15,1403.42,2200.31,571.04,4.87,1.61,1.42,1396,112.9,3.15,18,0.865,,
305,car,9168881195,trim_3106,2042.57,543.42,286.38,98.69,4.31,1.73,1.6,1076,98.4,2.81,79,0.795,,
306,car,trim_4810,trim_6472,-1272.13,1246.91,1669.21,214.35,4.25,1.73,1.55,1479,109.8,2.23,60,0.884,,
307,car,trim_2930,trim_6628,-1668.57,1017.13,-123.33,-1465.18,4.98,1.92,1.62,1729,107.7,2.96,59,0.831,,
308,car,trim_9053,3840460030,-1726.54,1429.12,-2225.43,1291.16,4.95,1.87,1.63,1677,114.2,2.75,52,0.865,,
309,car,trim_1638,trim_6072,-1582.61,-704.29,-1824.2,1098,4.47,1.85,1.58,1234,118.8,2.67,46,0.683,,
310,car,trim_9356,trim_9495,860.77,831.67,-749.55,590.08,4.88,1.93,1.38,1225,106.3,2.54,66,0.67,,
311,car,trim_2012,trim_960,-406.92,2.93,-762.93,-196.64,4.3,1.69,1.55,1694,90.4,2.51,57,0.859,,
312,motorcycle,10205548835,trim_9612,2281.63,-869.96,-343.74,-280.01,2.02,0.65,1.05,116,90.8,3.96,43,0.752,,
313,car,trim_6227,trim_6713,-1542.43,-1012.61,1386.68,818.15,4.3,1.81,1.44,1058,95.4,2.97,51,0.715,,
314,car,trim_7102,trim_3259,-2376.92,388.73,927.38,-547.29,4.25,1.66,1.61,1590,97.0,2.85,39,0.821,,
315,car,9854981057,trim_4669,2002.47,-465.25,-1424.6,1412.93,4.64,1.61,1.57,1055,111.4,2.46,48,0.654,,
316,ambulance,4224980815,trim_9698,-2030.74,386.09,2143.07,-1037.68,6.36,2.11,2.72,3701,110.5,2.68,72,0.548,a_352730718_c,Hospital (amenity a_352730718_c)
317,car,trim_4252,trim_2242,1414.62,628.12,18.71,-383.26,4.22,1.8,1.6,1613,92.1,2.63,52,0.686,,
318,car,trim_8676,4227743878,-521.42,853.56,-1562.76,1202.73,4.87,1.72,1.47,1587,104.1,3.17,19,0.75,,
319,car,9855693608,trim_8105,1612.78,270.99,-934.51,796.97,5.02,1.92,1.36,1548,114.2,2.71,60,0.885,,
320,car,trim_1104,trim_5709,-1161.26,-388.21,1700.05,-758.18,4.64,1.83,1.4,1686,109.5,3.16,44,0.791,,
321,car,2960361502,9168850595,-1012.67,-1156.89,-1525.7,565.24,4.6,1.75,1.57,1763,105.8,2.25,76,0.925,,
322,car,trim_7443,4227743924,-2297.88,-134.18,-1022.15,1912.06,4.35,1.67,1.52,1820,99.9,3.0,62,0.708,,
323,car,trim_2488,trim_8319,105.69,1178.65,150.78,-1368.9,5.07,1.84,1.48,1862,102.3,2.28,80,0.819,,
324,car,trim_977,trim_9404,-636.13,-106.22,-2483.59,-398.27,4.53,1.68,1.59,1207,114.8,3.19,47,0.844,,
325,car,6928966665,11198955250,-1569.47,-1472.77,-1879.59,-853.94,4.64,1.65,1.43,1258,99.4,2.28,69,0.816,,
326,car,trim_1912,trim_3792,-298.73,-1156.94,-1266.57,-1112.38,4.54,1.91,1.41,1162,103.6,2.37,69,0.756,,
327,motorcycle,2960361584,9168966459,-1362.25,-596.08,660.99,1750.49,2.27,0.84,1.09,115,92.9,4.04,25,0.683,,
328,car,11909810131,trim_1410,2473.18,-913.15,-2107.94,-603.61,5.01,1.92,1.46,1362,106.7,2.91,31,0.734,,
329,car,4227798223,trim_4525,2145.56,-40.59,-766.58,1370.03,4.65,1.82,1.65,1041,112.2,2.55,73,0.958,,
330,car,trim_7686,trim_8200,-1073.34,471.79,-1079,839.48,4.81,1.75,1.58,1630,112.0,2.92,26,0.688,,
331,car,trim_227,trim_7099,802.78,311.66,-2061.99,400.15,4.65,1.84,1.49,1288,95.3,2.92,51,0.886,,
332,car,6202106488,12107569871,1623.96,-712.54,430.87,-100.7,4.33,1.72,1.52,1808,107.4,3.04,70,0.771,,
333,car,trim_7746,trim_4224,-979.06,-475.04,-123.3,1010.11,4.83,1.93,1.36,1851,116.5,2.93,71,0.84,,
334,car,9857647451,trim_4352,-920.31,-1181.63,828.8,185.47,4.68,1.63,1.44,1107,98.2,2.64,37,0.722,,
335,car,trim_7622,trim_6017,353.14,26.84,-1514.11,1252.07,4.83,1.92,1.55,1127,96.2,3.04,37,0.657,,
336,car,4227798429,9843556957,1949.77,415.98,2494.06,1115.1,4.59,1.88,1.35,1749,90.8,2.4,70,0.883,,
337,car,11999070889,trim_3369,-2260.38,-349.11,1186.9,-930.25,4.91,1.7,1.38,1636,115.3,2.64,71,0.833,,
338,car,12143984564,trim_8859,1056.95,768.45,2323.37,-928.44,4.15,1.7,1.55,1872,114.1,2.94,44,0.832,,
339,motorcycle,trim_8703,trim_7596,-576.78,871.19,-540.05,-852.62,2.05,0.72,1.27,187,103.3,4.06,56,0.873,,
340,car,trim_4454,trim_9320,1734.71,122.93,-2348.57,1356.78,4.11,1.85,1.51,1171,106.7,3.04,20,0.917,,
341,car,trim_340,12144093195,-1318.25,644.75,799.63,321.99,4.27,1.81,1.61,1198,95.9,2.67,78,0.983,,
342,car,trim_9137,5171028517,1421.58,1312.64,-2437.94,256.24,4.31,1.67,1.61,1856,115.7,2.95,16,0.909,,
343,car,trim_8986,trim_9590,-2301.43,659.69,-1267.59,-799.26,4.67,1.85,1.36,1619,108.4,2.83,46,0.809,,
344,car,9843084741,trim_1184,-2228.18,705.24,-1766.76,-634.13,4.72,1.66,1.44,1209,98.8,2.69,66,0.809,,
345,car,trim_9329,trim_2999,-1108.29,-1008.93,-2049.68,862.54,4.32,1.68,1.64,1807,112.9,2.62,73,0.811,,
346,car,trim_7260,trim_2457,-2259.57,-861.94,-2361.021200425153,824.2574000942989,4.13,1.76,1.45,1102,110.9,2.9,77,0.98,,
347,car,trim_8863,4224980831,2309.77,-919.56,-2426.24,425.59,4.66,1.84,1.36,1241,96.5,3.05,68,0.695,,
348,car,9855014942,9168986417,1558.99,-608.38,-439.25,1184.56,4.29,1.71,1.47,1398,102.0,3.11,50,0.771,,
349,car,trim_8771,trim_9442,4.5,245.77,-1349.1749639931338,461.0049494390727,4.7,1.62,1.48,1199,116.3,2.74,30,0.887,,
350,car,trim_4168,n_9713,-514.98,909.01,284.9936733869515,-1206.9673802174195,4.67,1.61,1.57,1722,92.7,2.9,61,0.842,,
351,car,2960361602,trim_2547,-1337.54,-532.41,1731.69,645.75,4.72,1.78,1.46,1179,94.7,2.74,45,0.723,,
352,car,4225219804,9852938590,-844.67,-721.21,-1509.98,-15.87,4.36,1.68,1.57,1846,91.1,2.22,29,0.775,,
353,motorcycle,9168953525,trim_2814,1756.64,-23.57,-2358.91,751.86,1.82,0.72,1.06,205,100.6,3.05,31,0.853,,
354,car,trim_891,6294257375,-1209.63,-266.47,-2451.89,-809.07,4.44,1.89,1.61,1776,92.3,2.7,69,0.695,,
355,car,trim_1758,9854981027,-364.19,-1554.55,1775.63,-627.56,4.6,1.92,1.38,1529,101.7,3.03,55,0.846,,
356,car,4224981072,trim_7187,-2467.98,848.64,-2085.01,70.59,4.82,1.71,1.49,1090,119.1,2.78,64,0.723,,
357,car,trim_4337,4225172315,880.08,52.16,-136.82,44.09,5.06,1.8,1.5,1817,106.0,2.44,18,0.988,,
358,car,2970305414,trim_9533,1688.24,1528.24,-836.81,-1283.92,5.05,1.87,1.56,1407,107.3,2.22,45,0.762,,
359,car,trim_575,trim_1253,-1983.08,653.15,-1610.71,-404.44,4.12,1.71,1.39,1567,92.5,2.76,42,0.866,,
360,car,trim_2839,trim_2808,-2325.99,571.57,-2040.81,441.46,4.27,1.65,1.53,1426,111.7,2.77,45,0.665,,
361,motorcycle,trim_2747,trim_158,-2088.49,488.59,302.5,-886.69,2.01,0.84,1.34,115,100.7,3.9,16,0.867,,
362,car,trim_6808,trim_1704,-531.81,600.1,-159.93,-1465.52,4.62,1.77,1.5,1864,97.1,2.66,77,0.899,,
363,car,trim_7380,trim_8328,2242.61,-470.94,-370.08,-1262.76,5.09,1.63,1.38,1629,101.3,2.96,36,0.78,,
364,car,9168951490,trim_3350,864.6,-1115.72,-298.54,-660.02,4.22,1.9,1.38,1797,104.9,2.83,78,0.815,,
365,car,trim_5928,trim_7528,2336.64,-1328.11,-1074.03,-928.76,4.46,1.6,1.39,1896,111.6,3.08,50,0.781,,
366,car,5170679558,9168946224,-1306.37,773.71,1850.78,565.19,4.41,1.83,1.39,1471,96.1,2.81,63,0.78,,
367,car,trim_155,trim_356,232.95,-789.28,-1753.23,441.24,4.51,1.93,1.63,1648,115.6,2.34,76,0.762,,
368,car,9852465849,trim_7735,-2183.17,-844.77,-633.46,145.66,4.17,1.62,1.64,1281,95.6,2.89,74,0.823,,
369,car,trim_9190,trim_9070,1761.84,787.61,-1624.12,718.01,4.52,1.65,1.46,1503,96.8,2.83,40,0.719,,
370,car,trim_5477,11909810176,2425.1,51.46,2346.55,-921.61,4.47,1.86,1.46,1690,118.0,2.76,41,0.669,,
371,car,trim_1877,4225324597,-352.42,-1011.62,1235.45,-419.44,4.8,1.7,1.43,1092,113.9,2.79,65,0.733,,
372,car,trim_5566,trim_5611,1575.02,-596.02,2441.79,-591.41,4.65,1.7,1.59,1784,110.1,2.67,37,0.651,,
373,car,trim_215,9168986494,401.54,-231.75,-515.53,191.81,4.1,1.88,1.39,1148,116.2,2.52,22,0.684,,
374,bus,trim_5556,4227743965,2357.82,557.22,-796.94,2458.29,8.28,2.49,3.18,12560,66.0,1.04,65,0.827,,
375,firetruck,trim_9675,2960312477,-1493.9799484953007,-1226.069541895515,-1366.22,42.95,9.28,2.5,3.21,19066,96.8,2.36,51,0.628,a_11198925348,Police station (amenity a_11198925348)
376,car,9852770088,trim_5646,1958.63,-1821.23,-2346.67,1489.76,4.62,1.77,1.59,1617,106.7,2.64,60,0.695,,
377,car,trim_8872,trim_1091,2467.79,-940.53,-987.02,-354.37,4.94,1.87,1.45,1382,108.5,3.08,40,0.746,,
378,car,trim_7817,7222735457,-543.25,15.5,189.62,-1517.04,5.09,1.67,1.46,1175,107.6,2.53,63,0.879,,
379,car,9852160663,457278264,-2441.09,375.28,738.02,143.2,4.67,1.61,1.43,1431,91.3,2.9,48,0.719,,
380,car,trim_4118,trim_6137,1681.9,909.85,-1048.62,-646.29,4.91,1.9,1.63,1898,109.0,2.69,76,0.947,,
381,car,trim_9045,trim_1947,-1231.34,1224.76,-522.92,-1506.51,4.6,1.64,1.46,1552,111.4,2.91,38,0.868,,
382,car,trim_4938,11143272204,219.29,-1228.52,1515.27,790.42,4.46,1.9,1.37,1574,91.9,2.3,51,0.896,,
383,truck,trim_48,9852414804,75.07,332.32,-2422.9,-815.47,9.68,2.31,3.59,14331,66.3,1.13,62,0.779,,
384,car,9852465860,trim_6307,-2319.37,-948.93,-1518.28,-1408.66,4.46,1.83,1.37,1174,112.8,2.35,50,0.671,,
385,car,9852243274,9168946294,-1196.67,1280.68,1633.9,251.14,4.3,1.67,1.5,1156,112.4,3.04,16,0.878,,
386,car,trim_1634,trim_1111,-1471.52,-518.25,-1579.06,204.86,4.13,1.76,1.6,1077,117.9,2.29,27,0.696,,
387,car,4227743815,trim_1955,951.44,649.63,566.31,1267.45,4.35,1.82,1.36,1152,90.3,2.84,74,0.76,,
388,car,3888008196,trim_2234,1771.9,1339.04,276.86,-614.61,4.34,1.84,1.63,1778,112.4,2.94,55,0.663,,
389,car,9858060949,trim_2424,25.61,463.16,-468.53,1464.78,4.2,1.65,1.44,1203,95.6,3.08,38,0.895,,
390,car,trim_7621,trim_1241,257.19,-11.15,-1411.28,-325.99,4.48,1.63,1.46,1327,113.2,2.72,37,0.659,,
391,car,4219134355,11080052823,266.64,-1983.56,-2254.14,-76.14,4.42,1.79,1.41,1632,100.4,3.01,52,0.702,,
392,car,9852348503,trim_5,-1514.7,-216.34,-2146.32,303.28,4.61,1.86,1.43,1462,96.3,2.42,49,0.658,,
393,car,trim_5673,trim_398,1377.26,-503.1,-2379.48,112.5,4.72,1.67,1.39,1528,101.2,2.58,20,0.761,,
394,car,4227798173,trim_6042,1047.18,-176.12,-1552.23,585.02,4.39,1.92,1.4,1428,100.1,3.1,39,0.878,,
395,police,trim_9675,trim_2385,-1493.9799484953007,-1226.069541895515,-382.34,1304.61,4.58,1.91,1.6,1863,128.5,3.71,71,0.693,a_11198925348,Police station (amenity a_11198925348)
396,car,trim_7188,trim_2642,-1878.35,472.75,806.33,-1479.97,4.27,1.85,1.53,1434,102.0,2.24,45,0.841,,
397,car,trim_415,trim_9094,-2010.33,239.32,1586.9,-327.83,4.46,1.87,1.64,1361,90.9,2.71,54,0.872,,
398,car,trim_1240,trim_1205,-1434.76,-266.33,-1784.15,-189.29,4.22,1.94,1.58,1117,100.0,3.16,27,0.727,,
399,car,trim_4954,trim_7603,251.03,-1440.75,-177.56,-1007.25,4.88,1.76,1.4,1001,94.4,3.08,54,0.727,,
400,car,7121628893,trim_2267,385.17,1977.48,-195.68,-450.85,4.94,1.75,1.57,1139,106.7,2.98,16,0.919,,
401,car,trim_1277,2970305110,-1261.49,334.03,2194.35,-1321.79,4.52,1.84,1.56,1822,110.1,3.03,47,0.841,,
402,motorcycle,2970305282,trim_7540,1078.5,-357.12,-727.32,-888.58,1.86,0.84,1.1,226,106.9,4.23,70,0.849,,
403,car,trim_6176,2970305371,-1617.48,-664.32,2039.47,938.67,4.38,1.83,1.64,1024,116.6,2.38,46,0.742,,
404,car,n_9810,11059063630,-1351.9549720288628,453.6657282247479,-2481.64,70.77,4.91,1.81,1.58,1823,109.4,2.34,40,0.661,,
405,car,2970305377,trim_6905,141.23,1022.71,-2060.38,1096.14,4.1,1.73,1.4,1136,99.3,2.88,77,0.779,,
406,car,1680242506,trim_2190,-2612.07,218.43,-682.54,183.13,4.18,1.84,1.6,1418,92.5,2.89,28,0.814,,
407,motorcycle,trim_532,5170630786,-1762.72,-1257.68,2208.28,286.75,2.2,0.69,1.1,186,100.6,3.02,67,0.776,,
408,car,trim_6959,trim_5626,1332.1,633.01,-225.83,1167.59,4.47,1.86,1.38,1726,117.2,2.7,76,0.938,,
409,car,11135769029,trim_1440,1914.07,-767.7,-1760.92,-650.12,5.07,1.64,1.4,1382,112.8,3.07,26,0.688,,
410,car,trim_2536,9852317029,-791.23,1531.15,293.49,863.37,4.65,1.67,1.59,1655,103.6,2.25,52,0.66,,
